/// Драйвер ККТ: 5.25.0.2133
/// Модель: ШТРИХ-НАНО-Ф; №048485
/// Версия ПО: C.3.664 (21.01.2026)
/// Текущая дата: 02.02.2026 19:06:07
// Таблица 1, Тип и режим кассы
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
16,1,2,1,0,0,255,'Статус dhcp','255'
16,1,3,1,0,0,255,'Local ip1','255'
16,1,4,1,0,0,255,'Local ip2','255'
16,1,5,1,0,0,255,'Local ip3','255'
16,1,6,1,0,0,255,'Local ip4','255'
16,1,7,1,0,0,255,'Gw1','255'
16,1,8,1,0,0,255,'Gw2','255'
16,1,9,1,0,0,255,'Gw3','255'
16,1,10,1,0,0,255,'Gw4','255'
16,1,11,1,0,0,255,'Mask1','255'
16,1,12,1,0,0,255,'Mask2','255'
16,1,13,1,0,0,255,'Mask3','255'
16,1,14,1,0,0,255,'Mask4','255'
16,1,15,1,0,0,255,'Dns1','255'
16,1,16,1,0,0,255,'Dns2','255'
16,1,17,1,0,0,255,'Dns3','255'
16,1,18,1,0,0,255,'Dns4','255'
16,1,19,1,0,0,1,'Socks5 клиент','0'
16,1,20,1,0,0,255,'Socks5 ip1','192'
16,1,21,1,0,0,255,'Socks5 ip2','168'
16,1,22,1,0,0,255,'Socks5 ip3','137'
16,1,23,1,0,0,255,'Socks5 ip4','1'
16,1,24,2,0,1,65535,'Socks5 port','1080'
// Таблица 17, Региональные настройки
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
17,1,1,1,0,0,1,'Kz бин/иин','0'
17,1,2,1,0,0,1,'Kz требовать открывать смену','1'
17,1,3,1,0,0,2,'Rus режим исчисления скидок','2'
17,1,4,1,0,4,7,'Rus мин разм модуля qr','4'
17,1,5,1,0,0,3,'Rus мин корр ошибок qr','1'
17,1,6,1,0,161,255,'Rus мин размер qr в точках','161'
17,1,7,1,0,0,3,'Rus не печатать документ','2'
17,1,8,1,0,0,60,'Rus ограничить время смены','1'
17,1,9,1,0,0,2,'Rus печатать сквозной номер','1'
17,1,10,1,0,0,1,'Rus печать параметров офд в чеках','0'
17,1,11,1,0,0,7,'Rus проверять кс инн','7'
17,1,12,4,0,0,524287,'Rus печать реквизитов пользователя','63'
17,1,13,64,1,0,524287,'Rus наименование реквизита пользователя','Код'
17,1,14,1,0,0,1,'Rus печать реквизита пользователя','1'
17,1,15,1,0,0,1,'Rus печать отмененных документов','0'
17,1,16,1,0,0,3,'Rus печать налога в операции','2'
17,1,17,1,0,1,4,'Rus формат фд','4'
17,1,18,1,0,0,9,'Rus компактный заголовок','6'
17,1,19,32,1,0,9,'Rus название бонуса 1','БОНУСЫ СПАСИБО'
17,1,20,32,1,0,9,'Rus название бонуса 2','СКИДКА'
17,1,21,1,0,0,255,'Rus паттерн сепаратора заголовка','126'
17,1,22,1,0,0,10,'Rus высота сепаратора заголовка','3'
17,1,23,1,0,0,2,'Rus печать номера операции','0'
17,1,24,1,0,0,1,'Rus формат узкого заголовка','0'
17,1,25,1,0,0,1,'Rus автопечать тегов','1'
17,1,26,1,0,0,2,'Rus способ вычисления выручки','1'
17,1,27,1,0,0,1,'Rus использовать футер чека','1'
17,1,28,2,0,0,65535,'Rus минимизация данных чека','0'
17,1,29,1,0,0,1,'Скрывать пароль wifi в техпрогоне','1'
17,1,30,1,0,0,1,'Rus выравнивание qr в кз','1'
17,1,31,1,0,0,0,'Rus реплика документа фн','0'
17,1,32,1,0,0,1,'Сбрасывать скорость rs при техпрогоне','1'
17,1,33,1,0,0,1,'Rus автоочистка нс при регистрации','0'
17,1,34,1,0,0,1,'Rus группировать фиск. данные','1'
17,1,35,1,0,0,1,'Rus строгий флк','1'
17,1,36,1,0,0,1,'Rus расшир. отв. на команды форм. фд','0'
17,1,37,1,0,1,10,'Rus количество авансов','1'
17,1,38,1,0,0,1,'Rus автокоррекция ставки ндс','1'
17,1,39,1,0,0,1,'Rus новые заголовки реквизитов','1'
17,1,40,1,0,0,1,'Rus способ выделения ндс','1'
17,1,41,2,0,0,7,'Rus принимать все кт','0'
17,1,42,1,0,0,2,'Rus добавлять адрес отправителя','0'
17,1,43,1,0,0,1,'Rus использовать букву в налогах','0'
17,1,44,1,0,0,2,'Rus замена енвд','1'
17,1,45,1,0,0,1,'Rus запрет произвольной сно','0'
17,1,46,1,0,0,1,'Печать шрифтов','0'
17,1,47,1,0,0,255,'Защита автоотрезчика','60'
17,1,48,64,1,0,255,'Автопечать',''
17,1,49,1,0,0,1,'Rus способ вычисления наличности','0'
17,1,50,1,0,0,1,'Rus тип блока егаис','0'
17,1,51,9,1,0,1,'Rus егаис кпп',''
17,1,52,12,1,0,1,'Rus егаис касса',''
17,1,53,1,0,0,2,'Rus не печатать отчеты','0'
17,1,54,1,0,0,1,'Rus звук на непечатаемых','1'
17,1,55,1,0,0,1,'Rus пропуск пустых строк','0'
17,1,56,1,0,0,9,'Rus шаблон окончания чека','6'
17,1,57,1,0,0,1,'Rus заголовок чека после списка товаров','1'
17,1,58,1,0,0,0,'Зарезервировано','0'
17,1,59,1,0,0,0,'Зарезервировано','0'
17,1,60,1,0,0,1,'Rus объединять мт в пф','1'
17,1,61,1,0,0,1,'Rus проверять сохранение км в фн','1'
17,1,62,1,0,0,1,'Rus режим загрузки пр. расч. в фн','0'
17,1,63,1,0,0,1,'Восстанавливать время из фн при сбое пит','0'
17,1,64,1,0,0,5,'Rus маппирование налогов','0'
17,1,65,1,0,0,1,'Rus печать нулевых счётчиков','1'
17,1,66,1,0,0,1,'Rus коррекция ошибочных марок','0'
17,1,67,4,0,1,99999,'Rus расширенный номер ккт в магазине','99999'
17,1,68,1,0,0,1,'Rus объединять товары в пф','1'
17,1,69,1,0,0,100,'Rus порог заполнения фн в чеке %','0'
17,1,70,1,0,0,1,'Rus перезапуск после закрытия смены','0'
17,1,71,1,0,0,2,'Rus замена ндс 20 на 22','1'
// Таблица 18, Fiscal storage
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
18,1,1,21,1,0,9999,'Serial number','0380490041048485'
18,1,2,17,1,0,9999,'Inn','9706048530  '
18,1,3,21,1,0,9999,'Rnm','0000000000040613'
18,1,4,17,1,0,9999,'Fs serial number','9999078902019097'
18,1,5,1,0,0,255,'Tax system','1'
18,1,6,1,0,0,255,'Work mode','0'
18,1,7,128,1,0,255,'User','ЗАО ТОРГОВЫЙ ОБЪЕКТ N1'
18,1,8,64,1,0,255,'Operator','Директор Иванов П.М.'
18,1,9,128,1,0,255,'Address','109097, Москва, ул. Ильинка, 9'
18,1,10,128,1,0,255,'Ofd name','ООО "Ярус" ("ОФД-Я")'
18,1,11,64,1,0,255,'Ofd url','www.ofd-ya.ru'
18,1,12,17,1,0,255,'Ofd inn','7728699517  '
18,1,13,64,1,0,255,'Tax office url','www.nalog.gov.ru'
18,1,14,128,1,0,255,'Место расчета','Торговый зал'
18,1,15,64,1,0,255,'Эл. адр. отправителя','example@example.org'
18,1,16,1,0,0,127,'Признак агента','0'
18,1,17,128,1,0,127,'User строка 2',''
18,1,18,128,1,0,127,'Address строка 2',''
18,1,19,128,1,0,127,'Ofd name строка 2',''
18,1,20,128,1,0,127,'Место расчета строка 2',''
18,1,21,1,0,0,255,'Расширенные признаки работы ккт','16'
18,1,22,4,0,0,4294967295,'Код причины изм. сведений о ккт (ффд>=1.','64'
18,1,23,13,1,0,4294967295,'Инн кассира',''
18,1,24,1,0,3,100,'Блокировка закрытия смены (дней)','7'
18,1,25,1,0,0,12,'Часовая зона','0'
// Таблица 19, Параметры офд
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
19,1,1,64,1,0,12,'Сервер','connect.ofd-ya.ru'
19,1,2,2,0,1,65535,'Порт','7779'
19,1,3,2,0,300,65535,'Таймаут чтения ответа','300'
19,1,4,2,0,0,3000,'Задержка между пакетами, мс','100'
19,1,5,64,1,0,3000,'Сервер км','connect.ofd-ya.ru'
19,1,6,2,0,1,65535,'Порт км','7778'
19,1,7,2,0,5,65535,'Таймаут чтения ответа км','33'
19,1,8,2,0,0,60,'Таймаут чтения ответа км при проверке','5'
19,1,9,128,1,0,60,'Сервер ас окп','test.okp.atlas-kard.ru'
19,1,10,2,0,1,65535,'Порт ас окп','31101'
19,1,11,2,0,5,65,'Таймаут ас окп','5'
// Таблица 20, Статус обмена фн
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
20,1,1,1,0,0,255,'Exchangestate','5'
20,1,2,1,0,0,255,'Readstate','0'
20,1,3,2,0,0,65535,'Numbermessages','4'
20,1,4,4,0,0,4294967295,'Numberfirstdocumentqueue','1'
20,1,5,32,1,0,4294967295,'Datetimefirstdocumentqueue','29.01.26 19:46'
20,1,6,1,0,0,255,'Last 26h cmd answer code','0'
20,1,7,1,0,0,255,'Last ofd answer code','0'
20,1,8,64,1,0,255,'Log0',''
20,1,9,64,1,0,255,'Log1',''
20,1,10,64,1,0,255,'Log2',''
20,1,11,64,1,0,255,'Log3',''
20,1,12,64,1,0,255,'Log4',''
20,1,13,64,1,0,255,'Log5',''
20,1,14,64,1,0,255,'Log6',''
20,1,15,64,1,0,255,'Log7',''
20,1,16,64,1,0,255,'Log8','                                                               '
20,1,17,64,1,0,255,'Log9',''
// Таблица 21, Сетевые интерфейсы
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
21,1,1,1,0,0,4,'Режим ppp','0'
21,1,2,1,0,0,2,'Режим обмена с офд','1'
21,1,3,1,0,0,2,'Запуск tcp-сервера','1'
21,1,4,2,0,0,65535,'Порт tcp-сервера','7778'
21,1,5,1,0,0,0,'Наличие wifi','1'
21,1,6,1,0,0,3,'Использовать wifi','0'
21,1,7,64,1,0,3,'Wifi ssid','KKT0380490041048485'
21,1,8,64,1,0,3,'Wifi passphrase','0380490041048485'
21,1,9,1,0,0,2,'Rndis','0'
21,1,10,32,1,0,2,'Версия по wifi','-'
21,1,11,16,1,0,2,'Уровень сигнала wifi','-'
21,1,12,1,0,0,2,'Использовать bluetooth','2'
21,1,13,1,0,0,7,'Мин. уровень сигнала bt','4'
21,1,14,1,0,0,7,'Макс. уровень сигнала bt','5'
21,1,15,1,0,0,1,'Разрешить изменение режима соединения','0'
21,1,16,2,0,0,65535,'Таймаут tcp соединения','60'
21,1,17,1,0,0,1,'Пытаться подключиться по socks5 к клиент','1'
// Таблица 22, Cетевой адрес wifi (устарела)
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
22,1,1,1,0,0,1,'Static ip (устарело)','0'
22,1,2,16,1,0,1,'Local ip (устарело)',''
22,1,3,16,1,0,1,'Mask (устарело)',''
22,1,4,16,1,0,1,'Gw (устарело)',''
22,1,5,16,1,0,1,'Dns (устарело)',''
// Таблица 23, Удаленный мониторинг и администрирование
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
23,1,1,1,0,0,2,'Работать с сервером скок','0'
23,1,2,1,0,0,1,'Работать с сервером моно','0'
23,1,3,2,0,10,65535,'Период опроса скок','600'
23,1,4,2,0,10,65535,'Период отправки моно','120'
23,1,5,1,0,0,1,'Разрешить автообновление','0'
23,1,6,1,0,0,1,'Однократное обновление','0'
23,1,7,1,0,0,1,'Есть обновление (ro)','0'
23,1,8,1,0,0,1,'Обновление готово к установке (ro)','0'
23,1,9,64,1,0,1,'Описание обновления 1 (ro)','---'
23,1,10,64,1,0,1,'Описание обновления 2 (ro)','---'
23,1,11,32,1,0,1,'Uin (ro)','410001248'
23,1,12,1,0,0,1,'Моно скрывать товарные позиции','0'
23,1,13,64,1,0,1,'Лскок хост','192.168.1.1'
23,1,14,2,0,1,65535,'Лскок порт','4243'
23,1,15,128,1,1,65535,'Лицензии функций','00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
23,1,16,128,1,1,65535,'Подпись лицензий функций','--------------------------------------------------------------------------------------------------------------------------------'
23,1,17,32,1,1,65535,'Скок log',''
23,1,18,120,1,1,65535,'Зарезервировано','ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff'
23,1,19,4,1,1,65535,'Rs_config','0000'
23,1,20,1,0,0,1,'Vif remote','0'
23,1,21,2,0,1,600,'Vif reconnect timeout','10'
23,1,22,2,0,10,3600,'Vif idle timeout','25'
23,1,23,4,0,0,4294967295,'Vif flags','1'
23,1,24,32,1,0,4294967295,'Vif status',''
// Таблица 24, Встраиваемая и интернет техника
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
24,1,1,20,1,0,4294967295,'Заводской номер автомата',''
24,1,2,1,0,0,255,'Тип принтера','1'
24,1,3,1,0,0,2,'Выброс чеков','0'
24,1,4,1,0,0,1,'Выброс отчетов','0'
24,1,5,1,0,0,32,'Длина презентации чека','5'
24,1,6,1,0,0,255,'Таймаут ретракции','0'
24,1,7,1,0,0,1,'Делать петлю при печати','1'
24,1,8,1,0,0,1,'Метод печати qr-кода','0'
24,1,9,1,0,0,3,'Режим снятия отчетов с гашением','0'
24,1,10,1,0,0,2,'Направление автоотчетов с гашением','0'
24,1,11,1,0,0,23,'Часы автоотчета','1'
24,1,12,1,0,0,59,'Минуты автоотчета','1'
24,1,13,1,0,0,2,'Режим автооткрытия смены','0'
24,1,14,1,0,0,2,'Направление автооткрытия смены','0'
24,1,15,1,0,0,1,'Вендинг или транспорт с qr','0'
24,1,16,64,1,0,1,'Http имя пользователя:пароль',''
// Таблица 25, Фискализация
// Номер таблицы,Ряд,Поле,Размер поля,Тип поля,Мин. значение, Макс.значение, Название,Значение
25,1,1,128,1,0,1,'1048',''
25,1,2,17,1,0,1,'1018',''
25,1,3,1,0,0,255,'1062','0'
25,1,4,21,1,0,255,'1037',''
25,1,5,1,0,0,1,'1002','0'
25,1,6,1,0,0,1,'1221','0'
25,1,7,1,0,0,1,'1110','0'
25,1,8,1,0,0,1,'1056','0'
25,1,9,1,0,0,1,'1001','0'
25,1,10,1,0,0,1,'1108','0'
25,1,11,20,1,0,1,'1036',''
25,1,12,1,0,0,1,'1207','0'
25,1,13,1,0,0,1,'1109','0'
25,1,14,1,0,0,1,'1193','0'
25,1,15,1,0,0,1,'1126','0'
25,1,16,1,0,0,255,'1057','0'
25,1,17,64,1,0,255,'1021',''
25,1,18,17,1,0,255,'1203',''
25,1,19,128,1,0,255,'1009',''
25,1,20,128,1,0,255,'1187',''
25,1,21,64,1,0,255,'1060',''
25,1,22,64,1,0,255,'1117',''
25,1,23,17,1,0,255,'1017',''
25,1,24,128,1,0,255,'1046',''
25,1,25,1,0,1,3,'1209','0'
25,1,26,1,0,1,4,'1101','0'
25,1,27,4,0,0,4294967295,'1205','0'
25,1,28,128,1,0,4294967295,'1048_2',''
25,1,29,128,1,0,4294967295,'1009_2',''
25,1,30,128,1,0,4294967295,'1187_2',''
25,1,31,128,1,0,4294967295,'1046_2',''
